"id","item_id","latitude","longitude","zoom_level","map_type","address"
657,434,48.8566101,2.3514992,8,Photon,Paris 
658,435,48.8566101,2.3514992,8,Photon,Paris 
659,438,48.8566101,2.3514992,8,Photon,Paris 
660,439,48.8566101,2.3514992,8,Leaflet,Paris 
661,440,49.2537799,3.8615375,8,Photon,Rosnay+(Marne) 
662,441,43.7578,1.99723,8,Photon,Graulhet+(Tarn) 
663,442,48.8566101,2.3514992,8,Photon,Paris 
664,443,45.7969952,4.8423304,8,Photon,Caluire-et-Cuire+(Rhône) 
665,444,50.6305089,3.0706414,8,Leaflet,Lille+(Nord) 
666,445,48.8566101,2.3514992,8,Photon,Paris 
667,446,48.8566101,2.3514992,8,Photon,Paris 
668,447,46.5802596,0.340196,8,Photon,Poitiers+(Vienne) 
669,449,49.5193946,3.3205038,8,Photon,Coucy-le-Château+(Aisne) 
670,450,48.8566101,2.3514992,8,Photon,Paris 
671,451,49.3008653,-0.0751662,8,Photon,Houlgate+(+Calvados) 
672,452,48.8566101,2.3514992,8,Photon,Paris 
673,453,48.8566101,2.3514992,8,Photon,Paris 
674,454,48.8566101,2.3514992,8,Photon,Paris 
675,455,48.8566101,2.3514992,8,Photon,Paris 
676,456,48.8566101,2.3514992,8,Photon,Paris 
677,457,48.8566101,2.3514992,8,Photon,Paris 
678,458,48.8566101,2.3514992,8,Photon,Paris 
679,460,44.841225,-0.5800364,8,Photon,Bordeaux+(Gironde) 
680,461,48.8566101,2.3514992,8,Photon,Paris 
681,462,44.841225,-0.5800364,8,Photon,Bordeaux+(Gironde) 
682,463,48.8566101,2.3514992,8,Photon,Paris 
683,464,43.8374249,4.3600687,8,Photon,Nîmes+(Gard) 
684,465,49.4404591,1.0939658,8,Photon,Rouen+(Seine+Maritime) 
685,466,48.8566101,2.3514992,8,Photon,Paris 
686,467,45.4401467,4.3873058,8,Photon,Saint-Étienne+(Loire) 
687,468,48.8566101,2.3514992,8,Photon,Paris 
688,469,47.590362,1.33297343,8,Leaflet,Blois+(Loir+et+Cher) 
689,470,48.8566101,2.3514992,8,Photon,Paris 
690,471,48.8566101,2.3514992,8,Photon,Paris 
691,472,48.8566101,2.3514992,8,Photon,Paris 
692,473,48.8566101,2.3514992,8,Photon,Paris 
693,474,44.8552882,-0.5239863,8,Photon,Cenon+(Gironde) 
694,475,48.8566101,2.3514992,8,Photon,Paris 
695,477,50.3703683,3.0761377,8,Photon,Douai+(Nord) 
696,478,50.3703683,3.0761377,8,Photon,Douai+(Nord) 
697,479,47.4739884,-0.5515588,8,Photon,Angers+(Maine+et+Loire) 
698,481,36.8522476,10.194851791997,8,Photon,Tunis+(Tunisie) 
699,482,48.8566101,2.3514992,8,Photon,Paris 
700,483,46.7985624,8.2319736,8,Photon,Matzendorf+(Suisse) 
701,484,47.7467,7.3389275,8,Photon,Mulhouse++(Haut-Rhin) 
702,485,48.8566101,2.3514992,8,Photon,Paris 
703,486,48.8566101,2.3514992,8,Photon,Paris 
704,487,50.5923572,5.4536219,8,Leaflet,Gent (Belgique)
705,488,43.1853592,0.0971979,8,Photon,Salles-Adour+(+Hautes+Pyrénées) 
706,489,43.6044622,1.4442469,8,Photon,Toulouse+(Haute-Garonne) 
707,490,48.8035403,2.1266886,8,Photon,Versailles+(Yvelines) 
708,491,43.6112422,3.8767337,8,Photon,Montpellier+(Hérault) 
709,492,43.7009358,7.2683912,8,Photon,Nice+(Alpes+Maritimes) 
710,493,50.3579317,3.5234846,8,Photon,Valenciennes+(Nord) 
711,494,48.8566101,2.3514992,8,Photon,Paris 
712,495,43.6044622,1.4442469,8,Photon,Toulouse+(Haute+Garonne) 
713,496,48.8566101,2.3514992,8,Photon,Paris 
714,497,48.8566101,2.3514992,8,Photon,Paris 
715,498,45.37066,0.7922,8,Photon,Saint+Pierre-de-Côle+(Dordogne) 
716,499,45.7578137,4.8320114,8,Photon,Lyon(Rhône) 
717,500,48.8566101,2.3514992,8,Photon,Paris 
718,501,48.1484916,-3.8917933,8,Photon,Londres+(Grande-Bretagne) 
719,503,48.8688199,2.4173658,8,Photon,Bagnolet+(Seine-Saint-Denis) 
720,504,50.7226113,2.5360331,8,Photon,Hazebrouck+(Nord) 
721,505,48.8566101,2.3514992,8,Photon,Paris 
722,506,48.8566101,2.3514992,8,Photon,Paris 
723,507,37.7792808,-122.4192363,8,Photon,San+Francisco+(États-Unis) 
724,508,44.5642457,6.4957085,8,Leaflet,Embrun
725,509,43.8374249,4.3600687,8,Photon,Nîmes+(Gard) 
726,511,45.7578137,4.8320114,8,Photon,Lyon+(Rhône) 
727,512,43.6463558,0.5850507,8,Photon,Auch+(Gers) 
728,513,49.0508845,2.1008067,8,Photon,Pontoise+(Val-d’Oise) 
729,514,48.8566101,2.3514992,8,Photon,Paris 
730,515,18.031192,-66.847184,7,Leaflet,"Puerto Hurcado, Saint-Domingue"
731,516,47.0666359,6.7661095,8,Photon,"Le+Locle+(Principauté+de+Neuchâtel,+Suisse) "
732,517,48.8566101,2.3514992,8,Photon,Paris 
733,518,47.2186371,-1.5541362,8,Photon,Nantes+(Loire+Atlantique) 
734,519,43.6330592,5.1335762,8,Photon,Riez-en-Provence+(Basses-Alpes) 
735,521,43.6112422,3.8767337,8,Photon,Montpellier+(Hérault) 
736,522,48.8566101,2.3514992,8,Photon,Paris 
737,523,48.8566101,2.3514992,8,Photon,Paris 
738,524,43.6690101,7.1906969,8,Photon,Grasse+(Var) 
739,525,50.3752242,3.5137253,8,Photon,Anzin+(Nord) 
740,526,48.584614,7.7507127,8,Photon,Strasbourg+(Bas-Rhin) 
741,527,43.9516996,4.8026372,8,Photon,Villeneuve-lès-Avignon+(Vaucluse) 
742,528,48.8566101,2.3514992,8,Photon,Paris 
743,529,48.8566101,2.3514992,8,Photon,Paris 
744,530,48.8035403,2.1266886,8,Photon,Versailles+(Yvelines) 
745,531,48.8566101,2.3514992,8,Photon,Paris 
746,532,48.8566101,2.3514992,8,Photon,Paris 
747,533,48.8566101,2.3514992,8,Photon,Paris 
748,534,42.6985304,2.8953121,8,Photon,Perpignan+(Pyrénées+Orientales) 
749,535,48.8566101,2.3514992,8,Photon,Paris 
750,536,50.3703683,3.0761377,8,Photon,Douai+(Nord) 
751,537,10.78136915,106.70674882648,8,Photon,Saïgon+(Viet-Nam) 
752,538,48.8566101,2.3514992,8,Photon,Paris 
753,539,49.4404591,1.0939658,8,Photon,Rouen 
754,540,48.8566101,2.3514992,8,Photon,Paris 
755,541,48.8566101,2.3514992,8,Photon,Paris 
756,542,48.8566101,2.3514992,8,Photon,Paris 
757,543,48.8566101,2.3514992,8,Photon,Paris 
758,544,48.8566101,2.3514992,8,Photon,Paris 
759,545,45.7578137,4.8320114,8,Photon,Lyon+(Rhône) 
760,546,48.8566101,2.3514992,8,Photon,Paris 
761,547,48.8566101,2.3514992,8,Photon,Paris 
762,548,47.3215806,5.0414701,8,Photon,Dijon+(Côte+d’Or) 
763,549,40.8532723,14.2709485,8,Leaflet,Naples+(Italie)
764,550,40.8532723,14.2709485,8,Photon,Naples+(Italie) 
765,551,47.2089381,5.3531973,8,Photon,Villers-les-Pots+(Côte+d’or) 
766,552,48.8566101,2.3514992,8,Photon,Paris 
767,553,47.0805693,2.398932,8,Photon,Bourges+(Cher) 
768,554,46.5802596,0.340196,8,Photon,Poitiers+(Vienne) 
769,555,43.6044622,1.4442469,8,Photon,Toulouse+(Haute+Garonne) 
770,556,47.8655638,5.3314162,8,Photon,Langres+(Haute+Marne) 
771,557,47.2411533,0.6981805,11,Leaflet,Sorigny+(Indre+et+Loire) 
772,558,48.2971626,4.0746257,8,Photon,Troyes+(Aube) 
773,560,48.8566101,2.3514992,8,Photon,Paris 
774,561,48.8566101,2.3514992,8,Photon,Paris 
775,562,48.8566101,2.3514992,8,Photon,Paris 
776,563,48.8566101,2.3514992,8,Photon,Paris 
777,564,48.584614,7.7507127,8,Photon,Strasbourg 
778,565,49.3615029,3.6496012838425,8,Photon,Longueval+(Aisne) 
779,566,47.1038613,5.8831349,8,Photon,Quingey+(Doubs) 
780,568,43.2961743,5.3699525,8,Photon,Marseille+(Bouches+du+Rhône) 
781,569,16.3316897,-61.3453105,8,Photon,Pointe+à+Pitre+(Guadeloupe)1 
782,570,47.7365524,7.2706716,8,Photon,Morschwiller-le-Bas+(Haut-Rhin) 
783,571,48.8566101,2.3514992,8,Photon,Paris 
784,572,49.1196964,6.1763552,8,Photon,Metz+(Moselle) 
785,573,49.1716947,2.6840298,8,Photon,Fontaine-Chaalis+(Oise) 
786,574,48.8566101,2.3514992,8,Photon,Paris 
787,575,43.6112422,3.8767337,8,Photon,Montpellier+(Hérault) 
788,576,48.8566101,2.3514992,8,Photon,Paris 
789,577,48.8566101,2.3514992,8,Photon,Paris 
790,578,48.2971626,4.0746257,8,Photon,Troyes+(Aube) 
791,580,44.841225,-0.5800364,8,Photon,Bordeaux+(Gironde) 
792,581,48.8566101,2.3514992,8,Photon,Paris 
793,582,43.3946278,6.3128995,13,Leaflet,Luc+(Var) 
794,583,47.4538908,3.0609141,8,Photon,Cosne+(Nièvre) 
795,584,48.8636428,2.2763825813307,8,Photon,Paris+(16ème+arrondissement) 
796,585,47.9990047,2.7364119,8,Photon,Montargis+(Loiret) 
797,586,49.8486111,3.2863888,8,Photon,Saint-Quentin+(Aisne) 
798,587,45.8229657,4.8411566,8,Photon,Collonges-au-Mont-d’Or+(Rhône) 
799,588,48.684747,3.3488557,8,Photon,Bussy-Saint-Georges-en-Brie+(Seine-et-Marne) 
800,589,48.8566101,2.3514992,8,Photon,Paris 
801,590,48.8566101,2.3514992,8,Photon,Paris 
802,591,35.7046114,-0.4731777,8,Photon,Oran+(Algérie) 
803,592,48.6017525,5.6656143,8,Photon,Vaucouleurs++(Meuse) 
804,593,48.8621574,2.3370411863327,8,Photon,Paris+(1er+arrondissement) 
805,595,48.8566101,2.3514992,8,Leaflet,Paris
806,596,48.8566101,2.3514992,8,Photon,Paris 
807,597,45.7578137,4.8320114,8,Photon,Lyon+(Rhône) 
808,598,48.8566101,2.3514992,8,Photon,Paris 
809,599,48.8566101,2.3514992,8,Photon,Paris 
810,602,48.6937223,6.1834097,8,Photon,Nancy+(Meurthe+et+Moselle). 
811,603,48.8621574,2.337041186332698,11,Leaflet,Paris+(1er arrondissement) 
812,604,48.8627007,2.3586830407480868,8,Leaflet,Paris+(3e arrondissement)
813,605,48.8566101,2.3514992,8,Photon,Paris 
814,606,46.8514773,0.9263981,8,Photon,Boussay+près+de+Preuilly++(Indre-et-Loire) 
815,607,36.770201,3.0549982631266,8,Photon,Alger+(Algérie) 
816,608,48.7986105,2.3280777,8,Photon,Arcueil-Cachan+(Seine) 
817,609,47.25417435,-0.066185388697267,8,Photon,Saumur+(Maine+et+Loire) 
818,610,46.5636138,4.9104079,8,Photon,Tournus++(Saône+et+Loire) 
819,612,48.8566101,2.3514992,8,Photon,Paris 
820,613,48.8587182,2.3789603963598,8,Photon,Paris+(11ème+arrondissement) 
821,614,43.2961743,5.3699525,8,Photon,Marseille+(Bouches-du-Rhône) 
822,615,48.8566101,2.3514992,8,Photon,Paris 
823,616,45.060735,7.923549,8,Photon,"Noli+(Piémont,+Italie) "
824,617,48.8566101,2.3514992,8,Photon,Paris 
825,618,48.8566101,2.3514992,8,Photon,Paris 
826,619,48.9098125,2.4528634806147,8,Photon,Saint-Denis+(Seine+Saint-Denis) 
827,620,48.0930486,5.6093855,8,Photon,Chaumont-en-Bassigny+(Haute-Marne) 
828,622,50.3579317,3.5234846,8,Photon,Valenciennes+(Nord) 
829,623,47.6241674,4.3373194,8,Photon,Montbard+(Côte+d’Or) 
830,624,48.8566101,2.3514992,8,Photon,Paris 
831,625,48.0341919,-2.7680974,8,Photon,Crédin+(Morbihan) 
832,626,48.9582708,2.8773541,8,Leaflet,Meaux+(Seine+et+Marne) 
833,627,48.1113387,-1.6800198,8,Photon,Rennes+(Ille+et+Vilaine) 
834,628,49.8486111,3.2863888,8,Photon,Saint-Quentin+(Aisne) 
835,629,47.8645199,2.2227985,8,Photon,La+Nouvelle-Orléans+(Étas-Unis) 
836,630,44.841225,-0.5800364,8,Photon,Bordeaux+(Gironde) 
837,631,43.6044622,1.4442469,8,Photon,Toulouse+(Haute-Garonne) 
838,632,48.8566101,2.3514992,8,Photon,Paris 
839,633,47.0921047,5.4925463,8,Photon,Dôle+(Jura) 
840,635,47.3215806,5.0414701,8,Photon,Dijon+(Côte+d’Or) 
841,636,48.2476662,7.1851184,8,Photon,Sainte-Marie-aux-Mines+(Haut-Rhin) 
842,637,48.8566101,2.3514992,8,Leaflet,Paris 
843,639,48.8566101,2.3514992,8,Photon,Paris 
844,640,48.8566101,2.3514992,8,Photon,Paris 
845,642,48.8566101,2.3514992,8,Photon,Paris 
846,643,48.8566101,2.3514992,8,Photon,Paris 
847,644,49.45328545,3.6068990035941,8,Photon,Braisne+(Aisne) 
848,645,48.8566101,2.3514992,8,Photon,Paris 
849,646,45.2090131,5.745715,8,Photon,"Grenoble,+la+Tronche+(Isère) "
850,647,48.8566101,2.3514992,8,Photon,Paris 
851,648,47.6379599,6.8628942,8,Photon,Belfort 
852,649,48.8566101,2.3514992,8,Photon,Paris 
853,650,48.8060298,2.1341691,8,Photon,"Versailles,+paroisse+Notre-Dame+(Yvelines) "
854,651,47.7026937,7.1869410108157,8,Photon,Bernwiller+(Haut-Rhin) 
855,652,48.884683,2.2695658,8,Photon,Neuilly+(Hauts+de+Seine) 
856,653,48.8566101,2.3514992,8,Photon,Paris 
857,654,48.8566101,2.3514992,8,Photon,Paris 
858,655,48.8566101,2.3514992,8,Photon,Paris 
859,656,48.8566101,2.3514992,8,Photon,Paris 
860,657,48.8566101,2.3514992,8,Photon,Paris 
861,658,48.8566101,2.3514992,8,Photon,Paris 
862,659,48.8566101,2.3514992,8,Photon,Paris 
863,660,48.8566101,2.3514992,8,Photon,Paris 
864,661,48.8566101,2.3514992,8,Photon,Paris 
865,662,48.8566101,2.3514992,8,Photon,Paris 
866,663,48.8566101,2.3514992,8,Photon,Paris 
867,664,48.8566101,2.3514992,8,Photon,Paris 
868,665,48.8566101,2.3514992,8,Photon,Paris 
869,667,48.8035403,2.1266886,8,Photon,Versailles+(Yvelines) 
870,668,49.4404591,1.0939658,8,Photon,Rouen+(Seine-Maritime) 
871,669,43.2961743,5.3699525,8,Photon,Marseille+(Bouches+du+Rhône) 
872,670,48.8566101,2.3514992,8,Photon,Paris 
873,671,43.6044622,1.4442469,8,Photon,Toulouse+(Haute-Garonne) 
874,672,48.4931351,1.2649293,8,Photon,Saint-Arnoult-des-Bois+(Eure-et-Loir) 
875,673,48.8035403,2.1266886,8,Photon,Versailles+(Yvelines) 
876,674,43.2961743,5.3699525,8,Photon,Marseille+(Bouches+du+Rhône) 
877,675,48.8566101,2.3514992,8,Photon,Paris 
878,676,49.1589278,5.3867277,8,Photon,Verdun+(Meuse) 
879,677,48.8566101,2.3514992,8,Photon,Paris 
880,678,50.52896905,2.4545149091687,8,Photon,Béthune+(Pas-de-Calais) 
881,679,48.8566101,2.3514992,8,Photon,Paris 
882,680,48.8566101,2.3514992,8,Photon,Paris 
883,681,48.8566101,2.3514992,8,Photon,Paris 
884,682,48.9173328,1.661586,8,Photon,Boinvilliers+(Yvelines) 
885,683,48.8566101,2.3514992,8,Photon,Paris 
886,684,48.8566101,2.3514992,8,Photon,Paris 
887,685,43.6044622,1.4442469,8,Photon,Toulouse+(Haute+Garonne) 
888,686,44.0175835,1.3549991,8,Photon,Montauban+(Tarn+et+Garonne) 
889,687,43.3426562,3.2131307,8,Photon,Béziers+(Hérault) 
890,688,43.7009358,7.2683912,8,Photon,Nice+(Alpes-Maritimes) 
891,689,48.8953328,2.2561602,8,Photon,Courbevoie+(Hauts+de+Seine) 
892,690,48.8566101,2.3514992,8,Photon,Paris 
893,691,48.6937223,6.1834097,8,Photon,Nancy+(Meurthe+et+Moselle) 
894,692,42.4646429,2.8629997,8,Photon,Perthus+(Pyrénées-Orientales) 
895,693,50.6915893,3.1741734,8,Photon,Roubaix+(Nord) 
896,694,48.8566101,2.3514992,8,Photon,Paris. 
897,695,47.06588895,3.9350321081727,8,Photon,Château-Chinon+(Nièvre) 
898,696,43.8374249,4.3600687,8,Photon,Nîmes+(Gard) 
899,697,48.8566101,2.3514992,8,Photon,Paris 
900,698,48.8603806,2.6723364,8,Photon,Saint-Germain-des-Noyers+(Seine-et-Marne) 
901,699,43.6044622,1.4442469,8,Photon,Toulouse+(Haute-Garonne) 
902,700,48.8035403,2.1266886,8,Photon,Versailles+(Yvelines) 
903,701,48.8566101,2.3514992,8,Photon,Paris 
904,702,47.6695323,3.7502860081132,8,Photon,Vermenton+(Yonne) 
905,703,51.0347708,2.3772525,8,Photon,Dunkerque+(Nord) 
906,704,49.0030736,2.0813173,8,Photon,Mareuil-en-France+(Seine+et+Oise) 
907,705,48.2971626,4.0746257,8,Photon,Troyes+(Aube) 
908,706,48.8847584,2.342692,8,Leaflet,Paris+(18ème+arrondissement)
909,707,48.8566101,2.3514992,8,Photon,Paris 
910,708,46.4016215,1.1537149,8,Photon,Coulonges+(Vienne) 
911,709,47.3215806,5.0414701,8,Photon,Dijon+(Côte+d’Or) 
912,710,47.3215806,5.0414701,8,Photon,Dijon+(Côte+d’Or) 
913,711,49.4404591,1.0939658,8,Photon,Rouen+(Seine+Maritime) 
914,713,48.8566101,2.3514992,8,Photon,Paris 
915,714,47.2186371,-1.5541362,8,Photon,Nantes+(Loire-Atlantique) 
916,716,43.1257311,5.9304919,8,Photon,Toulon+(Var) 
917,717,45.13326235,3.8387700191851,8,Photon,Saint-Paulien-du-Puy-en-Velay+(Haute-Loire) 
918,718,48.8035403,2.1266886,8,Photon,Versailles+(Yvelines) 
919,719,50.7409084,2.6911739,8,Photon,Méteren+(Nord) 
920,720,43.6044622,1.4442469,8,Photon,Toulouse+(Haute-Garonne) 
921,721,48.8566101,2.3514992,8,Photon,Paris 
922,722,48.8566101,2.3514992,8,Photon,Paris 
923,723,48.8035403,2.1266886,8,Photon,Versailles+(Yvelines) 
924,724,48.8566101,2.3514992,8,Photon,Paris 
925,725,49.4404591,1.0939658,8,Photon,Rouen+(Seine-Maritime) 
926,726,43.6044622,1.4442469,8,Photon,Toulouse+(Haute-Garonne) 
927,727,48.8566101,2.3514992,8,Photon,Paris. 
928,728,48.8566101,2.3514992,8,Photon,Paris 
929,729,45.0677551,7.6824892,8,Photon,Turin+(Italie) 
930,730,48.8566101,2.3514992,8,Photon,Paris 
931,731,48.8566101,2.3514992,8,Photon,Paris 
932,732,48.8566101,2.3514992,8,Photon,Paris 
933,733,45.7578137,4.8320114,8,Photon,Lyon+(Rhône) 
934,734,48.8566101,2.3514992,8,Leaflet,Paris
935,735,48.8566101,2.3514992,8,Photon,Paris 
936,736,48.8566101,2.3514992,8,Photon,Paris 
937,737,48.8566101,2.3514992,8,Photon,Paris 
938,738,48.8566101,2.3514992,8,Photon,Paris 
939,739,47.3900474,0.6889268,8,Photon,Tours+(Indre+et+Loire) 
940,740,48.8566101,2.3514992,8,Photon,Paris 
941,741,48.8566101,2.3514992,8,Photon,Paris 
942,742,48.3584558,0.67527889551472,8,Photon,Mortagne+en+Perche+(Orne) 
943,743,48.8566101,2.3514992,8,Photon,Paris 
944,744,48.7069317,0.2196789,8,Photon,Nonant-le-Pin+(Orne) 
945,745,48.8566101,2.3514992,8,Photon,Paris 
946,746,48.8566101,2.3514992,8,Photon,Paris 
947,747,49.4507987,1.0352069,8,Photon,Canteleu+(Seine+Maritime) 
948,748,48.8566101,2.3514992,8,Photon,Paris 
949,749,48.1113387,-1.6800198,8,Photon,Rennes+(Ille-et-Vilaine) 
950,750,48.8566101,2.3514992,8,Photon,Paris 
951,751,48.8035403,2.1266886,8,Photon,Versailles+(Yvelines) 
952,752,47.9027336,1.9086066,8,Photon,Orléans+(Loiret) 
953,753,44.841225,-0.5800364,8,Photon,"Bordeaux,+(Gironde) "
954,754,44.841225,-0.5800364,8,Photon,Bordeaux+(Gironde) 
955,755,48.8566101,2.3514992,8,Photon,Paris 
956,756,44.841225,-0.5800364,8,Photon,Bordeaux+(Gironde) 
957,757,48.8566101,2.3514992,8,Photon,Paris 
958,758,45.7578137,4.8320114,8,Photon,Lyon+(Rhône) 
959,761,48.8153095,2.3480887,8,Photon,Gentilly+(Val+de+Marne) 
960,762,48.8566101,2.3514992,8,Photon,Paris 
961,763,48.8566101,2.3514992,8,Photon,Paris 
962,764,49.576487,4.5623089,8,Photon,Montreuil 
963,766,48.8566101,2.3514992,8,Photon,Paris 
964,767,50.6036393,3.8527922,8,Photon,Anvers++(Belgique) 
965,768,48.8566101,2.3514992,8,Photon,Paris 
966,769,48.8566101,2.3514992,8,Photon,Paris 
967,770,44.2765862,5.3137907,8,Photon,La+Roche-sur-le-Buis+(Drôme) 
968,771,48.8566101,2.3514992,8,Photon,Paris 
969,772,48.8566101,2.3514992,8,Photon,Paris 
970,773,49.30567575,-1.099219305243,8,Photon,Isigny+(Calvados) 
971,774,48.8566101,2.3514992,8,Photon,Paris 
972,775,48.8566101,2.3514992,8,Photon,Paris 
973,776,49.7577729,0.374891,8,Photon,Fécamp+(Seine-Maritime) 
974,777,49.4404591,1.0939658,8,Photon,Rouen+(Seine-Maritime) 
975,778,48.8566101,2.3514992,8,Photon,Paris 
976,779,48.8566101,2.3514992,8,Photon,Paris 
977,780,48.8566101,2.3514992,8,Photon,Paris 
978,781,48.8566101,2.3514992,8,Photon,Paris 
979,782,16.2255854,-61.3857557,8,Photon,Sainte-Anne+(Guadeloupe) 
980,783,48.8035403,2.1266886,8,Photon,Versailles+(Yvelines). 
981,784,48.8566101,2.3514992,8,Photon,Paris 
982,785,49.8941708,2.2956951,8,Photon,Amiens+(Somme) 
983,786,48.8566101,2.3514992,8,Photon,Paris 
984,787,50.8465573,4.351697,8,Photon,Bruxelles+(Belgique) 
985,788,48.8035403,2.1266886,8,Photon,Versailles+(Yvelines) 
986,789,50.6305089,3.0706414,8,Leaflet,Lille+(Nord)
987,790,48.573385,2.4817054,8,Photon,Batignolles-Monceaux+(Seine) 
988,791,49.4197222,0.2338889,8,Photon,Honfleur+(Calvados) 
989,792,48.8566101,2.3514992,8,Photon,Paris 
990,793,48.8566101,2.3514992,8,Photon,Paris 
991,795,48.8566101,2.3514992,8,Photon,Paris 
992,796,48.8566101,2.3514992,8,Photon,Paris 
993,797,48.8566101,2.3514992,8,Photon,Paris 
994,798,50.1060835,1.8337029,8,Photon,Abbeville+(Somme) 
995,799,48.0073498,0.1967379,8,Photon,Le+Mans+(Sarthe) 
996,800,49.4404591,1.0939658,8,Photon,Rouen+(Seine+Maritime). 
997,801,48.8566101,2.3514992,8,Photon,Paris 
998,802,50.6305089,3.0706414,8,Photon,Lille+(Nord) 
999,803,48.740221,2.7645237,8,Photon,Tournan-en-Brie+(Seine+et+Marne). 
1000,804,48.8761738,2.3078195,8,Photon,Paris+(8ème+arrondissement) 
1001,806,47.3900474,0.6889268,8,Photon,Tours+(Indre+et+Loire) 
1002,807,49.4425009,6.0182549,8,Photon,Ottange+(Moselle) 
1003,808,48.8035403,2.1266886,8,Photon,Versailles+(Yvelines) 
1004,809,48.8566101,2.3514992,8,Photon,Paris 
1005,810,48.8566101,2.3514992,8,Photon,Paris 
1006,811,49.22841,0.66747,8,Photon,Livet-sur-Authou+(Eure) 
1007,812,48.891207,5.5423046,8,Photon,Saint-Mihiel+(Meuse) 
1008,813,50.6305089,3.0706414,8,Photon,Lille+(Nord) 
1009,814,46.1591126,-1.1520434,8,Photon,La+Rochelle+(Charente+Maritime) 
1010,815,48.4402443,5.5098626,8,Photon,Daimville-Bertheléville+(Meuse). 
1011,816,48.8035403,2.1266886,8,Leaflet,Versailles+(Yvelines)
1012,817,50.3579317,3.5234846,8,Photon,Valenciennes+(Nord) 
1013,818,49.8486111,3.2863888,8,Photon,Saint-Quentin+(Aisne) 
1014,820,48.8566101,2.3514992,8,Photon,Paris 
1015,821,48.8566101,2.3514992,8,Photon,Paris 
1016,822,45.7578137,4.8320114,8,Photon,Lyon+(Rhône) 
1017,823,49.4404591,1.0939658,8,Photon,Rouen+(Seine-Maritime) 
1018,824,47.4739884,-0.5515588,8,Photon,Angers+(Maine+et+Loire) 
1019,825,50.3369772,3.5521978,8,Photon,Marly-lès-Valenciennes+(Nord) 
1020,826,48.8566101,2.3514992,8,Photon,Paris 
1021,827,48.8566101,2.3514992,8,Photon,Paris 
1022,828,48.8566101,2.3514992,8,Photon,Paris 
1023,829,48.8566101,2.3514992,8,Photon,Paris 
1024,830,45.1875602,5.7357819,8,Photon,Grenoble+(Isère) 
1025,831,46.0345572,4.0729178,8,Photon,Roanne+(Loire) 
1026,832,48.8566101,2.3514992,8,Photon,Paris 
1027,833,48.8566101,2.3514992,8,Photon,Paris 
1028,834,41.6867015,12.7770433,8,Photon,Velletri+(Italie) 
1029,835,48.608544,5.0838971,8,Photon,Joinville+(Meuse) 
1030,836,48.8566101,2.3514992,8,Photon,Paris 
1031,837,48.8566101,2.3514992,8,Photon,Paris 
1032,838,49.3311967,-0.3998763,8,Photon,Clairefontaine+(Seine-et-Oise) 
1033,839,48.8566101,2.3514992,8,Photon,Paris. 
1034,841,46.7888997,4.8529605,8,Photon,Châlon-sur-Saône+(+Saône+et+Loire) 
1035,842,48.84081555,2.3883690340401,8,Photon,Paris+(XIIème+arrondissement) 
1036,843,48.8566101,2.3514992,8,Photon,Paris 
1037,845,48.8566101,2.3514992,8,Photon,Paris 
1038,846,48.8566101,2.3514992,8,Photon,Paris 
1039,847,46.2051192,5.2250324,8,Photon,Bourg-en-Bresse+(Ain) 
1040,852,43.2961743,5.3699525,8,Photon,Marseille+(Bouches+du+Rhône) 
1041,853,48.8566101,2.3514992,8,Photon,Paris 
1042,854,48.8566101,2.3514992,8,Photon,Paris 
1043,855,50.7235038,3.1605714,8,Photon,Tourcoing+(Nord) 
1044,856,48.8566101,2.3514992,8,Photon,Paris 
1045,857,48.8566101,2.3514992,8,Photon,Paris 
1046,858,48.8566101,2.3514992,8,Photon,Paris 
1047,859,48.8566101,2.3514992,8,Photon,Paris 
1048,861,48.8566101,2.3514992,8,Photon,Paris 
1049,862,45.1267128,1.2267493,8,Photon,Condat-le-Lardin+(Dordogne) 
1050,863,48.8566101,2.3514992,8,Photon,Paris 
1051,864,41.6208848,8.9721882,8,Photon,Sartène+(Corse) 
1052,865,47.1267,5.45368,8,Photon,Sampans+(Jura) 
1053,866,43.6112422,3.8767337,8,Photon,Montpellier+(Hérault) 
1054,867,48.8566101,2.3514992,8,Photon,Paris 
1055,868,49.55824,2.17247,8,Photon,La+chaussée-du-Bois-d’Écu+(Oise) 
1056,869,48.8566101,2.3514992,8,Photon,Paris 
1057,870,48.8761738,2.3078195,8,Photon,Paris+(8ème+arrondissement) 
1058,871,48.8566101,2.3514992,8,Photon,Paris 
1059,872,48.8566101,2.3514992,8,Photon,Paris 
1060,873,48.876008049999996,2.3604418036043153,13,Leaflet,Paris+(10e+arrondissement) 
1061,875,49.2314596,-0.0447457,8,Photon,Dozulé+(Calvados) 
1062,876,48.8180748,2.2384571,8,Photon,Boulogne-sur-Seine+(Hauts+de+Seine) 
1063,877,48.8566101,2.3514992,8,Photon,Paris 
1064,878,48.584614,7.7507127,8,Photon,Strasbourg+(Bas-Rhin) 
1065,880,48.8566101,2.3514992,8,Photon,Paris 
1066,881,48.8566101,2.3514992,8,Photon,Paris 
1067,882,48.4049375,2.7015872,8,Photon,Fontainebleau+(Seine-et-Marne). 
1068,883,48.8608712,2.5060144,8,Photon,Neuilly-Plaisance+(Seine+Daint-Denis) 
1069,886,48.2971626,4.0746257,8,Photon,Troyes+(Aube) 
