"id","item_id","latitude","longitude","zoom_level","map_type","address"
364,117,48.3905283,-4.4860088,8,Leaflet,Brest+(Finistère) 
365,118,48.8566101,2.3514992,8,Leaflet,Paris 
366,119,48.8035403,2.1266886,8,Leaflet,Versailles+(Yvelines) 
367,120,45.6352153,5.8818033931169,8,Leaflet,Chambéry+(Savoie) 
368,121,48.845432,2.2826721,8,Leaflet,Paris+(15ème+arrondissement) 
369,122,48.0155328,-0.0268815,8,Leaflet,Brains+(Sarthe) 
370,123,49.0365935,7.9445109,8,Leaflet,Wissembourg+(Bas-Rhin). 
371,124,48.8566101,2.3514992,8,Leaflet,Paris 
372,125,48.8566101,2.3514992,8,Leaflet,Paris 
373,126,48.3681064,3.7700707,8,Leaflet,Belleville+(Seine) 
374,127,48.425186,3.349561,8,Leaflet,Passy+(Seine) 
375,128,50.6451381,5.5734203,8,Leaflet,Liège+(Belgique) 
376,129,44.841225,-0.5800364,8,Leaflet,Bordeaux+(Gironde) 
377,130,48.8566101,2.3514992,8,Leaflet,Paris 
378,131,48.0260182,5.533227,8,Leaflet,Damphal+(Haute-Marne) 
379,132,43.6112422,3.8767337,8,Leaflet,Montpellier+(+Hérault) 
380,133,43.8374249,4.3600687,8,Leaflet,Nîmes+(Gard) 
381,134,48.8566101,2.3514992,8,Leaflet,Paris 
382,135,49.3966576,4.3841888,8,Leaflet,Juniville+(Ardennes) 
383,136,48.8566101,2.3514992,8,Leaflet,Paris 
384,138,48.8566101,2.3514992,8,Leaflet,Paris 
385,139,48.8566101,2.3514992,8,Leaflet,Paris 
386,141,45.7896071,4.3666251,8,Leaflet,La+Panissière+(Loire) 
387,142,48.8965132,-0.1383265,8,Leaflet,Falaise+(Calvados) 
388,143,42.9841865,1.1464455,8,Leaflet,Saint-Girons+(Ariège) 
389,144,48.8566101,2.3514992,8,Leaflet,Paris 
390,146,48.8566101,2.3514992,8,Leaflet,Paris 
391,147,48.9031,2.48291,8,Leaflet,Bondy+(Seine) 
392,148,48.8566101,2.3514992,8,Leaflet,Paris 
393,149,47.3215806,5.0414701,8,Leaflet,Dijon+(Côte+d’Or) 
394,150,48.0930486,5.6093855,8,Leaflet,Chaumont-en-Bassigny+(Haute-Marne) 
395,151,48.8566101,2.3514992,8,Leaflet,Paris 
396,152,48.8566101,2.3514992,8,Leaflet,Paris 
397,153,48.8566101,2.3514992,8,Leaflet,Paris 
398,154,48.8566101,2.3514992,8,Leaflet,Paris. 
399,155,48.8566101,2.3514992,8,Leaflet,Paris 
400,156,48.8566101,2.3514992,8,Leaflet,Paris 
401,157,48.8566101,2.3514992,8,Leaflet,Paris 
402,158,46.1591126,-1.1520434,8,Leaflet,La+Rochelle+(Charente-Maritime) 
403,159,45.4183646,0.92088,8,Leaflet,Thiviers+(Dordogne) 
404,160,48.8566101,2.3514992,8,Leaflet,Paris 
405,161,48.8566101,2.3514992,8,Leaflet,Paris 
406,162,50.3703683,3.0761377,8,Leaflet,Douai+(Nord) 
407,163,48.8566101,2.3514992,8,Leaflet,Paris 
408,164,48.8566101,2.3514992,8,Leaflet,Paris 
409,165,48.8566101,2.3514992,8,Leaflet,Paris 
410,166,50.3703683,3.0761377,8,Leaflet,Douai+(Nord) 
411,167,45.7578137,4.8320114,8,Leaflet,Lyon+(Rhône) 
412,168,47.2186371,-1.5541362,8,Leaflet,Nantes+(Loire-Atlantique) 
413,169,48.8566101,2.3514992,8,Leaflet,Paris 
414,170,47.3215806,5.0414701,8,Leaflet,Dijon+(Côte+d’Or) 
415,171,48.8566101,2.3514992,8,Leaflet,Paris 
416,172,44.6539428,-1.1755714,8,Leaflet,"Arcachon,+(Gironde) "
417,173,42.6985304,2.8953121,8,Leaflet,Perpignan+(Pyrénées+Orientales) 
418,174,43.2961743,5.3699525,8,Leaflet,Marseille+(Bouches+du+Rhône) 
419,176,48.7410773,3.1284825,8,Leaflet,Amillis+(Seine+et+Marne) 
420,177,48.8566101,2.3514992,8,Leaflet,Paris 
421,178,48.8566101,2.3514992,8,Leaflet,Paris 
422,179,50.6305089,3.0706414,8,Leaflet,Lille+(Nord) 
423,180,48.8566101,2.3514992,8,Leaflet,Paris 
424,181,47.2379985,6.0243568,8,Leaflet,Besançon+(Doubs) 
425,182,36.770201,3.0549982631266,8,Leaflet,Birmandreis+(Algérie) 
426,183,43.7009358,7.2683912,8,Leaflet,Nice+(Alpes-Maritimes) 
427,184,48.8566101,2.3514992,8,Leaflet,Paris 
428,185,47.103287,6.8324545,8,Leaflet,La+Chaux+de+Fonds+(Suisse) 
429,186,47.5581077,7.5878261,8,Leaflet,Basel
430,187,47.5097254,0.1913532,8,Leaflet,Meigné-le-Vicomte+(Maine+et+Loire) 
431,188,47.25417435,-0.066185388697267,8,Leaflet,Saumur+(Maine+et+Loire) 
432,189,50.3351,3.58255,8,Leaflet,Saultain+(Nord) 
433,190,48.8035403,2.1266886,8,Leaflet,Versailles+(Yvelines) 
434,193,48.8980123,2.3357454,8,Leaflet,Paris+(18ème+arrondissement) 
435,194,48.8566101,2.3514992,8,Leaflet,Paris 
436,195,48.8566101,2.3514992,8,Leaflet,Paris 
437,196,48.8566101,2.3514992,8,Leaflet,Paris 
438,197,47.2379985,6.0243568,8,Leaflet,Besançon+(Doubs) 
439,198,43.9492493,4.8059012,8,Leaflet,Avignon+(Vaucluse) 
440,199,48.8566101,2.3514992,8,Leaflet,Paris 
441,200,47.7348928,4.226958,8,Leaflet,Ravières+(Yonne) 
442,201,48.8566101,2.3514992,8,Leaflet,Paris 
443,202,50.1060835,1.8337029,8,Leaflet,Abbeville+(Somme) 
444,203,48.8566101,2.3514992,8,Leaflet,Paris 
445,204,49.1828008,-0.3690815,8,Leaflet,Caen+(Calvados) 
446,205,48.4429765,3.8620429,8,Leaflet,Orchies+(Nord)+<br />(voir+note) 
447,206,48.8566101,2.3514992,8,Leaflet,Paris 
448,207,48.8566101,2.3514992,8,Leaflet,Paris 
449,208,48.8566101,2.3514992,8,Leaflet,Paris 
450,209,48.8566101,2.3514992,8,Leaflet,Paris 
451,210,48.8669584,2.5063389,8,Leaflet,Neuilly+Plaisance+(Seine+et+Oise) 
452,211,50.6305089,3.0706414,8,Leaflet,Lille+(Nord) 
453,212,48.8566101,2.3514992,8,Leaflet,Paris 
454,213,48.9839674,2.6183971,8,Leaflet,Mitry-Mory+(Seine-et-Marne) 
455,214,50.3270926,3.3943729,8,Leaflet,Denain+(Nord) 
456,215,43.6044622,1.4442469,8,Leaflet,Toulouse+(Haute-Garonne) 
457,216,48.8566101,2.3514992,8,Leaflet,Paris 
458,217,43.6112422,3.8767337,8,Leaflet,Montpellier+(Hérault) 
459,218,36.8522476,10.194851791997,8,Leaflet,Tunis+(Tunisie) 
460,219,48.8566101,2.3514992,8,Leaflet,Paris 
461,220,48.8566101,2.3514992,8,Leaflet,Paris 
462,221,51.77305755,19.478382219523,8,Leaflet,Lodz+(Pologne) 
463,222,48.8566101,2.3514992,8,Leaflet,Paris 
464,223,48.8566101,2.3514992,8,Photon,Paris 
465,224,48.8566101,2.3514992,8,Photon,Paris 
466,225,51.2085526,3.226772,8,Leaflet,Brugge+(Belgique) 
467,226,44.841225,-0.5800364,8,Leaflet,Bordeaux+(Gironde) 
468,227,43.6044622,1.4442469,8,Leaflet,Toulouse+(Haute-Garonne) 
469,229,48.8566101,2.3514992,8,Leaflet,Paris. 
470,230,49.5077565,0.1734364,8,Leaflet,Le+Havre+(Seine-Maritime) 
471,231,48.8566101,2.3514992,8,Leaflet,Paris 
472,233,47.4885365,3.9070658,8,Leaflet,Avallon+(Yonne) 
473,234,49.6287112,2.6413427,8,Leaflet,Piennes-Onvillers+(Somme) 
474,235,48.8566101,2.3514992,8,Leaflet,Paris 
475,236,50.2473417,3.6364504,8,Leaflet,Le+Quesnoy++(Nord) 
476,237,49.3311967,-0.3998763,8,Leaflet,Bonnières+(Seine+et+Oise) 
477,238,50.3579317,3.5234846,8,Leaflet,Valenciennes+(Nord) 
478,239,48.5400455,2.6240921,8,Leaflet,Le+Mée+(Seine+et+Marne) 
479,240,49.7577729,0.374891,8,Leaflet,Fécamp+(Seine+Maritime) 
480,241,48.8566101,2.3514992,8,Leaflet,Paris 
481,242,50.6305089,3.0706414,8,Leaflet,Lille+(Nord) 
482,243,46.8512505,1.071916,8,Leaflet,Azay-le-Ferron+(Indre) 
483,245,48.8566101,2.3514992,8,Leaflet,Paris 
484,246,43.37938095,-0.41584513025593,8,Leaflet,Pau+(Pyrénées+Atlantiques) 
485,247,48.8566101,2.3514992,8,Leaflet,Paris 
486,248,48.8566101,2.3514992,8,Leaflet,Paris 
487,249,48.8566101,2.3514992,8,Leaflet,Paris 
488,250,48.8953328,2.2561602,8,Leaflet,Courbevoie+(Hauts+de+Seine) 
489,251,43.6003084,5.4804956,8,Leaflet,Venelles+(Bouches+du+Rhône) 
490,252,48.8566101,2.3514992,8,Leaflet,Paris 
491,253,48.8493919,2.3322599446244654,8,Leaflet,Paris+(6e arrondissement)
492,254,48.9105948,2.2890454,8,Leaflet,Asnières+(Hauts+de+Seine) 
493,255,48.8566101,2.3514992,8,Leaflet,Paris 
494,256,48.8566101,2.3514992,8,Leaflet,Paris 
495,257,46.4358751,5.3421832,8,Leaflet,Saint-Amour+(Jura) 
496,258,48.8566101,2.3514992,8,Leaflet,Paris 
497,259,48.5205106,0.5501095,8,Leaflet,Mortagne-au-Perche+(Orne) 
498,260,48.5400455,2.6240921,8,Leaflet,Le+Mée+(Seine+et+Marne) 
499,261,49.4404591,1.0939658,8,Leaflet,Rouen+(Seine+Maritime) 
500,262,48.8566101,2.3514992,8,Leaflet,Paris 
501,263,48.8566101,2.3514992,8,Leaflet,Paris 
502,264,49.1589278,5.3867277,8,Photon,Verdun+(Meuse) 
503,265,48.6937223,6.1834097,8,Photon,Nancy+(Meurthe+et+Moselle) 
504,266,47.9700867,-1.1182659,8,Leaflet,Cuillé+(Mayenne) 
505,269,48.8104847,6.7179948,8,Leaflet,Dieuze+(Moselle) 
506,270,49.0701875,2.1718687,8,Leaflet,Auvers-sur-Oise+(Val+d’Oise) 
507,271,47.2379985,6.0243568,8,Leaflet,Besançon+(Doubs) 
508,272,48.8566101,2.3514992,8,Leaflet,Paris 
509,273,48.8566101,2.3514992,8,Leaflet,Paris 
510,274,48.8566101,2.3514992,8,Leaflet,Paris 
511,275,47.3900474,0.6889268,8,Leaflet,Tours+(Indre+et+Loire) 
512,276,43.6044622,1.4442469,8,Leaflet,Toulouse+(Haute-Garonne) 
513,277,49.476737,1.0308208,8,Leaflet,Maromme+(Seine-Maritime) 
514,278,48.8566101,2.3514992,8,Leaflet,Paris 
515,279,48.8566101,2.3514992,8,Leaflet,Paris 
516,280,48.8566101,2.3514992,8,Leaflet,Paris 
517,281,48.8566101,2.3514992,8,Leaflet,Paris 
518,282,48.8566101,2.3514992,8,Leaflet,Paris 
519,283,48.4344621,2.1614464,8,Leaflet,Étampes+(Essonne) 
520,284,48.8566101,2.3514992,8,Leaflet,Paris 
521,285,50.7521914,2.2540754,8,Leaflet,Saint-Omer+(Pas-de-Calais) 
522,286,47.0921047,5.4925463,8,Leaflet,Dôle+(Jura) 
523,287,48.884683,2.2695658,8,Leaflet,Neuilly-sur-Seine+(Hauts+de+Seine) 
524,288,49.1589278,5.3867277,8,Leaflet,Verdun+(Meuse) 
525,290,48.8566101,2.3514992,8,Leaflet,Paris 
526,291,44.4442014,4.7073439,8,Leaflet,Donzère+(Drôme) 
527,292,47.3215806,5.0414701,8,Leaflet,Dijon+(Côte+d’Or) 
528,293,43.5298424,5.4474738,8,Leaflet,Aix-en-Provence+(Bouches-du-Rhône) 
529,294,48.8621574,2.337041186332698,8,Leaflet,Paris+(1er arrondissement)
530,295,48.6937223,6.1834097,8,Leaflet,Nancy+(Meurthe-et-Moselle) 
531,296,48.4090286,2.784838,8,Leaflet,Thomery+(Seine-et-Marne) 
532,297,49.75612725,0.366846,8,Leaflet,Copenhague+(Danemark) 
533,298,48.8566101,2.3514992,8,Leaflet,Paris 
534,299,48.8566101,2.3514992,8,Leaflet,Paris 
535,300,48.8566101,2.3514992,8,Leaflet,Paris 
536,301,48.8035403,2.1266886,8,Leaflet,Versailles+(Yvelines) 
537,303,44.6508185,-0.3557651,8,Leaflet,Podensac+(Gironde) 
538,304,50.061164,4.1035648,8,Leaflet,Trélon+(Nord) 
539,305,48.8566101,2.3514992,8,Leaflet,Paris 
540,306,43.6044622,1.4442469,8,Leaflet,Toulouse+(Haute-Garonne) 
541,307,48.8566101,2.3514992,8,Leaflet,Paris 
542,308,48.8566101,2.3514992,8,Leaflet,Paris 
543,309,47.454823,-1.1614226,8,Leaflet,Pouillé-les-Coteaux+(Loire-Atlantique) 
544,310,50.645962,3.0728252086116,8,Leaflet,La+Madeleine-lès-Lille+(Nord) 
545,311,48.9479069,2.2481797,8,Leaflet,Argenteuil+(Val+d’Oise) 
546,312,48.8566101,2.3514992,8,Leaflet,Paris 
547,313,43.2961743,5.3699525,8,Leaflet,Marseille+(Bouches-du-Rhône) 
548,314,49.1157004,-1.0906637,8,Leaflet,Saint-Lô+(Manche) 
549,315,48.8566101,2.3514992,8,Leaflet,Paris 
550,316,48.8566101,2.3514992,8,Leaflet,Paris 
551,317,48.8566101,2.3514992,8,Leaflet,Paris 
552,319,48.8566101,2.3514992,8,Leaflet,Paris 
553,320,43.2961743,5.3699525,8,Leaflet,Marseille+(Bouches-du-Rhône) 
554,321,48.8566101,2.3514992,8,Leaflet,Paris 
555,322,43.2961743,5.3699525,8,Leaflet,Marseille+(Bouches+du+Rhône). 
556,323,49.4404591,1.0939658,8,Leaflet,Rouen+(Seine+Maritime) 
557,324,48.86533265,2.3995650741333,8,Leaflet,Paris+(20ème+arrondissement) 
558,325,48.8566101,2.3514992,8,Leaflet,Paris. 
559,326,48.8566101,2.3514992,8,Leaflet,Paris 
560,327,45.7578137,4.8320114,8,Leaflet,Lyon++(Rhône) 
561,328,45.7578137,4.8320114,8,Leaflet,Lyon+(Rhône) 
562,329,48.8621574,2.337041186332698,8,Leaflet,Paris+(1er arrondissement) 
563,330,48.8566101,2.3514992,8,Leaflet,Paris 
564,331,48.8566101,2.3514992,8,Leaflet,Paris 
565,332,49.3311967,-0.3998763,8,Leaflet,Ermont+(Seine+et+Oise) 
566,333,48.8566101,2.3514992,8,Leaflet,Paris 
567,334,50.3579317,3.5234846,8,Leaflet,Valenciennes+(Nord) 
568,335,48.8566101,2.3514992,8,Leaflet,Paris 
569,336,47.2186371,-1.5541362,8,Leaflet,Nantes+(Loire-Atlantique) 
570,337,48.8205442,2.2375196,8,Leaflet,Vaugirard+(Seine) 
571,338,46.6267464,0.3113812,13,Leaflet,Migné-Auxances+(Vienne) 
572,340,44.841225,-0.5800364,8,Leaflet,Bordeaux+(Gironde) 
573,341,48.8566101,2.3514992,8,Leaflet,Paris 
574,342,48.7038873,2.4605107,8,Leaflet,Montgeron+(Essonne) 
575,343,43.5298424,5.4474738,8,Leaflet,Aix-en-Provence+(Bouches-du-Rhône) 
576,344,48.8566101,2.3514992,8,Leaflet,Paris 
577,345,48.8437412,2.219344,8,Leaflet,Saint-Cloud+(Hauts+de+Seine) 
578,347,48.8035403,2.1266886,8,Leaflet,Versailles+(Yvelines) 
579,348,48.8566101,2.3514992,8,Leaflet,Paris 
580,349,50.1362582,4.8248698,8,Leaflet,Givet+(Ardennes) 
581,350,50.3579317,3.5234846,8,Leaflet,Valenciennes+(Nord) 
582,351,49.125863,2.3693685,8,Leaflet,Viarmes+(Val+d’Oise) 
583,352,48.8966723,2.1036081,8,Leaflet,Paris++(paroisse+de+Saint-Germain+l’Auxerrois) 
584,353,48.8566101,2.3514992,8,Leaflet,Paris 
585,354,47.4739884,-0.5515588,8,Leaflet,Angers+(Maine+et+Loire) 
586,355,48.8566101,2.3514992,8,Leaflet,Paris 
587,356,48.8566101,2.3514992,8,Leaflet,Paris 
588,357,48.8566101,2.3514992,8,Leaflet,Paris 
589,358,49.75612725,0.366846,8,Leaflet,Copenhague+(Danemark) 
590,359,47.2186371,-1.5541362,8,Leaflet,Nantes+(Loire+Atlantique) 
591,360,47.2186371,-1.5541362,8,Leaflet,Nantes+(Loire+Atlantique) 
592,361,49.2598706,2.586169,8,Leaflet,Fleurines+(Oise) 
593,363,48.8566101,2.3514992,8,Leaflet,Paris 
594,364,48.9356069,2.0917721820109,8,Photon,Saint-Germain+en+Laye+(Yvelines) 
595,365,49.4151549,1.089746,8,Photon,Sotteville-lès-Rouen+(Seine+Maritime) 
596,367,48.8566101,2.3514992,8,Photon,Paris 
597,368,48.8566101,2.3514992,8,Photon,Paris 
598,369,48.8566101,2.3514992,8,Photon,Paris 
599,370,43.6044622,1.4442469,8,Photon,Toulouse+(Haute+Garonne) 
600,371,48.8566101,2.3514992,8,Photon,Paris 
601,372,45.7578137,4.8320114,8,Photon,Lyon+(Rhône) 
602,373,48.8566101,2.3514992,8,Photon,Paris 
603,374,48.8621574,2.337041186332698,8,Leaflet,Paris+(1er arrondissement)
604,375,48.8566101,2.3514992,8,Photon,Paris 
605,376,48.8566101,2.3514992,8,Photon,Paris 
606,377,48.8566101,2.3514992,8,Photon,Paris 
607,378,48.3681064,3.7700707,8,Photon,Belleville+(Seine) 
608,379,48.8035403,2.1266886,8,Photon,Versailles+(Yvelines) 
609,381,47.2186371,-1.5541362,8,Photon,Nantes+(Loire+Atlantique) 
610,382,49.3178407,1.9696482,8,Photon,Jouy-sous-Thelle+(Oise) 
611,383,48.8566101,2.3514992,8,Photon,Paris 
612,384,50.6305089,3.0706414,8,Photon,Lille+(Nord) 
613,385,49.8486111,3.2863888,8,Photon,Saint-Quentin+(Aisne) 
614,386,48.8566101,2.3514992,8,Photon,Paris 
615,387,21.01758025,105.7839485928,8,Photon,Hanoï+(Viet-Nam) 
616,388,48.8566101,2.3514992,8,Photon,Paris 
617,389,46.8266726,5.5632034,8,Photon,Sellières+(Jura) 
618,390,45.7578137,4.8320114,8,Photon,Lyon+(Rhône) 
619,391,43.6044622,1.4442469,8,Photon,Toulouse+(Haute-Garonne) 
620,392,50.7531232,3.1209016,8,Photon,Roncq+(Nord) 
621,393,48.8566101,2.3514992,8,Photon,Paris 
622,394,49.9780556,3.9172222,8,Photon,La+Capelle+(Aisne) 
623,395,49.4404591,1.0939658,8,Photon,Rouen+(Seine-Maritime) 
624,396,48.8566101,2.3514992,8,Photon,Paris 
625,397,46.5636138,4.9104079,8,Photon,Tournus+(Saône+et+Loire) 
626,398,48.8566101,2.3514992,8,Photon,Paris 
627,399,48.8566101,2.3514992,8,Leaflet,Paris
628,400,50.7074581,1.5737164,8,Photon,Portel+(Pas+de+Calais) 
629,402,48.8566101,2.3514992,8,Photon,Paris 
630,403,49.4404591,1.0939658,8,Photon,Rouen+(Seine+Maritime) 
631,404,51.0538286,3.7250121,11,Leaflet,Gent (Belgique)
632,405,48.8566101,2.3514992,8,Photon,Paris 
633,406,48.8566101,2.3514992,8,Photon,Paris 
634,407,50.8505734,4.3721792,8,Photon,Cobourg+(Saxe) 
635,409,48.8566101,2.3514992,8,Photon,Paris 
636,411,48.8566101,2.3514992,8,Photon,Paris 
637,412,47.9921074,2.4662857,8,Photon,Bellegarde+(Loiret) 
638,413,48.8847584,2.342692,8,Photon,"Montmartre,+Paris "
639,414,48.8566101,2.3514992,8,Photon,Paris 
640,415,48.8137759,2.5107384,8,Photon,Champigny+(Val+de+Marne) 
641,416,48.8180748,2.2384571,8,Photon,Boulogne+sur+Seine+(Hauts+de+Seine) 
642,417,46.3036683,4.8322266,8,Photon,Mâcon+(Saône+et+Loire) 
643,418,50.291048,2.7772211,8,Photon,Arras+(Pas-de-Calais) 
644,419,48.8566101,2.3514992,8,Photon,Paris 
645,420,47.3215806,5.0414701,8,Photon,Dijon+(Côte+d’Or) 
646,421,48.8566101,2.3514992,8,Photon,Paris 
647,422,47.4110351,0.983698,8,Photon,Amboise+(Indre+et+Loire) 
648,423,48.8566101,2.3514992,8,Photon,Paris 
649,425,48.8566101,2.3514992,8,Leaflet,Paris 
650,427,43.2961743,5.3699525,8,Photon,Marseille+(Bouches+du+Rhône) 
651,428,48.8566101,2.3514992,8,Photon,Paris 
652,429,48.7790592,2.2886619,8,Photon,Sceaux+(Hauts+de+Seine) 
653,430,49.8931202,3.6665942,8,Photon,Flavigny+et+Beaurain+(Aisne) 
654,431,48.8566101,2.3514992,8,Photon,Paris 
655,432,51.0347708,2.3772525,8,Photon,Dunkerque+(Nord) 
656,433,48.8621574,2.337041186332698,8,Leaflet,Paris+(1er arrondissement) 
