record_id,portraited_person,wikidata_id,filename,creator,name_norm,creator_wikidata_id,created,description,format,publisher,rights,source,subject,original_filename,size
86,François-Léon Benouville (1821-1859),Q1341719,2dc8415188d3bc38e94186d6964cc1bd.jpg,Jean-Achille Benouville,Jean-Achille Benouville,Q1684579,1850,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.151,portrait,BÉNOUVILLE le jeune.jpg,139958
88,Hector Berlioz (1803-1869),Q1151,b2255a995bc1f6e806fb7d3f71db8184.jpg,François-Xavier Dupré,François-Xavier Dupré,Q26702351,1830,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.86,portrait,BERLIOZ.jpg,102813
91,Armand Bernard (1829-1894),Q2861767,d28a607260a649c5ee243e9d7d7d4932.jpg,Théodore Pierre Nicolas Maillot,Théodore Pierre Nicolas Maillot,Q31941765,1854,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.191,portrait,BERNARD J.F..jpg,196976
95,Louis Bernier (1845-1919),Q3261237,8ba5add52b0514635518c1312e60411a.jpg,Gabriel Ferrier,Gabriel Ferrier,Q3093735,1872,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.282,portrait,BERNIER.jpg,108678
100,Gustave Bertinot (1822-1888),Q20950180,44b9e8d46b1addab2dbefa823bd30595.jpg,Émile Lévy,Émile Lévy,Q3588633,1855,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.177,portrait,BERTINOT.jpg,80158
103,Paul-Albert Besnard (1849-1934),Q424348,fd033ff894ce2e7250905a6af5e86051.jpg,Théobald Chartran,Théobald Chartran,Q922670,1878,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.289,portrait,BESNARD A.jpg,143609
105,Louis Désiré Besozzi (1814-1879),Q389607,fc314df2a0830dc8f92f0b6e3fe0bc2b.jpg,Dominique Papety,Dominique Papety,Q3035378,1839,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.115,portrait,BESOZZI.jpg,161805
107,Victor-François-Eloi Biennourry (1823-1893),Q18214143,cb538be9d59e4ec97e8e2aeb390d7a2a.jpg,Victor-François-Eloi Biennourry,Victor-François-Eloi Biennourry,Q18214143,1848,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.137,auto-portrait,Biennourry.jpg,103118
112,Georges Bizet (1838-1875),Q56158,19be19b4cd81a8557979f5f93e4c69b6.jpg,Charles Sellier,Charles Sellier,Q2960211,1858,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.208,portrait,BIZET.jpg,212278
115,Joseph Blanc (1846-1904),Q3184619,2db8eb2480e153b97bd319da40a5fd27.jpg,Joseph Blanc,Joseph Blanc,Q3184619,1874,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.259,auto-portrait,BLANC Paul .jpg,106230
118,Édouard-Théophile Blanchard (1844-1879),Q273875,71bdecdc53b4e4146067fbf674ae62ec.jpg,Gabriel Ferrier,Gabriel Ferrier,Q3093735,1872,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.261,portrait,BLANCHARD Edouard.jpg,118946
122,Victor-Auguste Blavette (1850-1933),Q3557071,5aa4e00434e86921cb17a22683022aaa.jpg,Alfred-Henri Bramtot,Alfred-Henri Bramtot,Q19788029,1879,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.313,portrait,BLAVETTE.jpg,163129
126,Paul Blondel (1847-1897),Q3370660,876874cbfe7f6e645a69723a69bd5e39.jpg,Alfred-Henri Bramtot,Alfred-Henri Bramtot,Q19788029,1880,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.299,portrait,BLONDEL Paul.jpg,149806
127,Guillaume-Abel Blouet (1795-1853),Q3119629,23fd2c2936e5079f043a9cb7b58c551b.jpg,Joseph-Désiré Court,Joseph-Désiré Court,Q2363367,1826,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.48,portrait,BLOUET.jpg,80045
130,Edouard Boilly (1799-1854),Q1287523,0e73edf338d0b52497b6f096de834f0e.jpg,anonymous,anonymous,Q4233718,1823,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.57,portrait,BOILLY.jpg,319447
132,Xavier Boisselot (1811-1893),Q281231,e7deeb5f8d54e966cc01974916de823a.jpg,anonymous,anonymous,Q4233718,1838,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.110,portrait,BOISSELOT.jpg,122445
133,Léon Boisson (1854-1941),Q55964573,de05c33a4169b0451ce047f0802925d3.jpg,Théobald Chartran,Théobald Chartran,Q922670,1877,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.300,portrait,BOISSON.jpg,127768
134,Louis Boitte (1830-1906),Q3261295,267450e1b1fac949dbba007a3a524640.jpg,Benjamin Ulmann,Benjamin Ulmann,Q2896262,1859,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.217,portrait,BOITTE.jpg,110328
140,Hippolyte Bonnardel (1824-1856),Q3136035,a80bc4d95dd270c7099d3b09f439b07f.jpg,anonymous,anonymous,Q4233718,1852-1856,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.179,portrait,BONNARDEL.jpg,162526
141,Jean-Marie Bonnassieux (1810-1892),Q3167585,0d835c4ea1e75bda33aa08db3996a390.jpg,anonymous,anonymous,Q4233718,1837-1842,huile sur carton,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.106,portrait,BONNASSIEUX.jpg,69817
144,Paul-Émile Bonnet (1828-1881),Q27634918,3c07c9086212ca3888a2c4594f092b7c.jpg,Felix Henri Giacomotti,Felix Henri Giacomotti,Q1479490,1855-1859,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.189,portrait,BONNET.jpg,124849
148,Louis-Alexandre Bottée (1852-1940),Q3260288,b8fb431bf2cac62a3b73bc1f53d70f5c.jpg,Théobald Chartran,Théobald Chartran,Q922670,1881,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.308,portrait,BOTTÉE.jpg,235787
155,François Bouchot (1800-1842),Q2445657,4f71934296c5950a413c61c843060ed3.jpg,anonymous,anonymous,Q4233718,1824-1828,"huile, toile, collé, contreplaqué",22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.54,portrait,BOUCHOT.jpg,365860
158,William-Adolphe Bouguereau (1825-1905),Q483992,3a51e1a7848433e9bcf46bff39f62367.jpg,William-Adolphe Bouguereau,William-Adolphe Bouguereau,Q483992,1854,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,Cote : 2016.0.178,auto-portrait,"Bouguereau, Autoportrait, 47x37, 1854, cll Rome Axadémie de France sm_1.jpeg",126365
161,Gustave Boulanger (1824-1888),Q726564,ac5ccfca723bb48d48a69fc42265caad.jpg,Gustave Boulanger,Gustave Boulanger,Q726564,1855,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.169,auto-portrait,BOULANGER Gustave.jpg,118121
162,Francois Boulanger (1807-1875),Q103950531,14bee8de4e37641dc299ff9a5f69bd2d.jpg,anonymous,anonymous,Q4233718,1837-1841,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.108,portrait,BOULANGER Louis.jpg,141547
163,Lili Boulanger (1893-1918),Q230412,115fdc199e65830ff32cf5de6bad5962.jpg,Pierre Bodard,Pierre Bodard,Q3384042,1914,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.429,portrait,BOULANGER Lili.jpeg,137537
168,Louis-Albert Bourgault-Ducoudray (1840-1910),Q1597407,451567d7dbd439761e683f87f02ad2f4.jpg,Alphonse Monchablon,Alphonse Monchablon,Q2839915,1863,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.235,portrait,BOURGAULT.jpg,117358
169,Benjamin Eugène Bourgeois (1791-1818),Q101495940,59f073632dbd4063e4c337af0e3943ef.jpg,Léon Cogniet,Léon Cogniet,Q544646,1818,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.21,portrait,BOURGEOIS.JPG,41549
170,Charles-Arthur Bourgeois (1838-1886),Q2957970,2430aff9b247280beef06535c22ea545.jpg,Joseph-Fortuné-Séraphin Layraud,Joseph-Fortuné-Séraphin Layraud,Q3184246,1869,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,NA,portrait,BOURGEOIS Charles.jpg,144261
173,Georges Bousquet (1818-1854),Q1508814,777cc158e9821fec499c95c708fe6b23.jpg,Isidore Pils,Isidore Pils,Q708968,1840,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.121,portrait,BOUSQUET.jpg,77039
184,Alfred-Henri Bramtot (1852-1894),Q19788029,3a4dcb29803c13c695ec14d2932c24bf.jpg,Alfred-Henri Bramtot,Alfred-Henri Bramtot,Q19788029,1880,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.311,auto-portrait,BRAMTOT.jpg,126255
198,Jean-Louis Brian (1805-1864),Q3166657,4684a2bba96e9d95393632d2660c5e28.jpg,Dominique Papety,Dominique Papety,Q3035378,1833-1837,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.91,portrait,BRIAN.JPG,110314
202,François-Eugène-Augustin Bridoux (1813-1892),Q27680626,5a8246d516ef92b5edeced159512b7b4.jpg,Paul Jourdy,Paul Jourdy,Q3371550,1835-1839,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.101,portrait,BRIDOUX.JPG,137941
203,Pierre-Nicolas Brisset (1810-1890),Q2088153,e6846e442636220716ffb9f69225f66f.jpg,Félix-Joseph Barrias,Félix-Joseph Barrias,Q3092343,1847,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.127,portrait,BRISSET.jpg,88318
207,Sylvestre-Joseph Brun (1792-1854),Q36186667,6d6d4229f071ffc2bc8182bf907cda9d.jpg,anonymous,anonymous,Q4233718,1818-1822,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.31,portrait,BRUN.jpg,57458
208,Emmanuel Brune (1836-1886),Q3052607,3208f93a2485841ee019756bcd357695.jpg,Joseph-Fortuné-Séraphin Layraud,Joseph-Fortuné-Séraphin Layraud,Q3184246,1863,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.239,portrait,BRUNE.jpg,121730
211,Gustave-Victor-Joseph-Justin Buisset (1879-1917),Q106510547,4900b219a76b8d0ee3a64d810faee7dd.jpg,Gustave-Victor-Joseph-Justin Buisset,Gustave-Victor-Joseph-Justin Buisset,Q106510475,1908,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.418,auto-portrait,BUISSET.jpg,90629
216,Eugène-Ferdinand Buttura (1812-1852),Q739869,e36ecdc998fe55e5a11b75c43b1e0bbf.jpg,Jean Gilbert Murat,Jean Gilbert Murat,Q3173646,1838-1841,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.114,portrait,BUTTURA.jpg,109292
217,Alexandre Cabanel (1823-1889),Q310437,ed4be716332f2695e819981a9626eee7.jpg,Alexandre Cabanel,Alexandre Cabanel,Q310437,1851,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.152,auto-portrait,CABANEL.jpeg,106039
224,Félix Callet (1791-1854),Q16467656,36ba3931d6f2616f7d006ef04bd60526.jpg,François Dubois,François Dubois,Q2126266,1820,"huile, toile, collé, contreplaqué",22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.38,portrait,CALLET.jpg,284040
233,Auguste Caristie (1783-1862),Q2871104,0ce85cfc9bf9405ba8c92e129c9f131b.jpg,Jean Alaux,Jean Alaux,Q1232255,1815,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.10,portrait,CARISTIE.JPG,30322
238,Jean-Baptiste Carpeaux (1827-1875),Q182791,8100a08206133c5e3a7caf3fb447f244.jpg,Felix Henri Giacomotti,Felix Henri Giacomotti,Q1479490,1855-1859,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.196,portrait,CARPEAUX.JPG,113661
245,Charles Georges Cassou (1887-1947),Q2959196,69ed1b3ee20124c097bfba26af628e6c.jpg,anonymous,anonymous,Q4233718,1920,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016,portrait,CASSOU.JPG,130798
248,Pierre-Jules Cavelier (1814-1894),Q3188478,9ef6dfbefa396832e2703f80d334d188.jpg,Victor-François-Eloi Biennourry,Victor-François-Eloi Biennourry,Q18214143,1848,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.138,portrait,CAVELIER.jpg,82298
251,Louis-Félix Chabaud (1824-1902),Q3260530,159c897126d85ea56575a61e874f4977.jpg,William-Adolphe Bouguereau,William-Adolphe Bouguereau,Q483992,1852,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.167,portrait,CHABAUD.jpg,119302
252,Wilbrod Chabrol (1835-1919),Q1464802,0af619ca8f1063fc36edf8b4b6341096.jpg,Alphonse Monchablon,Alphonse Monchablon,Q2839915,1863,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.233,portrait,CHABROL.jpg,115989
257,Louis-Léopold Chambard (1811-1895),Q9024446,a25dc42399629d024090605c139c93ed.jpg,Jean Gilbert Murat,Jean Gilbert Murat,Q3173646,1838-1842,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.112,portrait,CHAMBARD.jpg,155716
259,Jules-Clément Chaplain (1839-1909),Q1748575,bd1b5239e2a6d5652e2cab72f7c87dec.jpg,Joseph-Fortuné-Séraphin Layraud,Joseph-Fortuné-Séraphin Layraud,Q3184246,1863,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.240,portrait,CHAPLAIN.jpg,123507
260,Henri Chapu (1833-1891),Q654201,72c9af3f64f1667023a0b7f9e2c1c9ea.jpg,Jules-Élie Delaunay,Jules-Élie Delaunay,Q745313,1856-1860,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.197,portrait,CHAPU.jpg,195273
271,Théobald Chartran (1849-1907),Q922670,95eb6d4f4c716e19d92112d485647fb2.jpg,Théobald Chartran,Théobald Chartran,Q922670,1882,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.302,auto-portrait,CHARTRAN 1.jpg,150916
277,Georges Chedanne (1861-1940),Q327014,5746e36b100cb6d4b5674d208147edde.jpg,anonymous,anonymous,Q4233718,1887,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.338,portrait,CHEDANNE.jpg,121340
292,Jean-Jacques Clerget (1808-1877),Q32187545,00c8d41810c5226bc25a8ddfbaa8c2da.jpg,Paul Jourdy,Paul Jourdy,Q3371550,1840,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.109,portrait,CLERGET.jpg,102948
298,Léon Cogniet (1794-1880),Q544646,7035c83db44ea06c8d7c23d69b25f6cd.jpg,anonymous,anonymous,Q4233718,1817,"huile, toile, collé, contreplaqué",22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.28,portrait,COGNIET.jpg,331574
299,Léonce Cohen (1829-1901),Q1879479,5a41d6d8d504ec7c11241df1b3df8954.jpg,Émile Lévy,Émile Lévy,Q3588633,1855,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.185,portrait,COHEN.jpg,86229
300,Joseph Coiny (1795-1829),Q22020010,9d7edf67a6dc97a6dda231de1d1a26a3.jpg,Nicolas-Auguste Hesse,Nicolas-Auguste Hesse,Q3339945,1818,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.27,portrait,COINY.jpg,348936
304,Léon Comerre (1850-1916),Q1798144,d71a70f3e95dbe395690e381cab1012b.jpg,Théobald Chartran,Théobald Chartran,Q922670,1880,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.292,portrait,COMERRE.jpg,124952
305,Simon-Claude Constant-Dufeux (1801-1871),Q3484167,13f6d3f7e5748b65aeafdf0e3e5ad29e.jpg,anonymous,anonymous,Q4233718,1830-1834,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.80,portrait,CONSTANT-DUFEUX.JPG,80426
306,Jean Conte (1830-1888),Q1685438,fb0ef8702fc9fef60fffc93c843b6f82.jpg,Jules-Élie Delaunay,Jules-Élie Delaunay,Q745313,1856-1857,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.200,portrait,CONTE.jpg,83209
308,Georges-Ernest Coquart (1831-1902),Q3102074,cf39fdf760bf2066563eba79e3084d35.jpg,Jean-Jacques Henner,Jean-Jacques Henner,Q665818,1858,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.211,portrait,COQUART.jpg,72101
310,Alphonse-Amédée Cordonnier (1848-1930),Q2839660,563a9ada41e550697ad15fc646f05890.jpg,Théobald Chartran,Théobald Chartran,Q922670,1882,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.303,portrait,CORDONNIER.jpg,199288
319,Jean-Pierre Cortot (1787-1843),Q2583927,7c2e8fa9eb9206ec7ac43d5a2bd991ec.jpg,Jean-Auguste-Dominique Ingres,Jean-Auguste-Dominique Ingres,Q23380,1815,huile sur bois,41 cm x 33 cm,Académie de France à Rome,Libre de droit. Dans le domaine public,Musée du Louvre,portrait,"Ingres_Portrait_de_Jean-Pierre_Cortot,_sculpteur_(1787-1843).jpg",48533
323,Joseph-Désiré Court (1797-1865),Q2363367,ec9b0974a715ddb1661ef414954735e5.jpg,François Bouchot,François Bouchot,Q2445657,1824-1826,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.46,portrait,COURT.jpg,106427
330,Amable-Paul Coutan (1792-1837),Q4738989,71c983b5bd1ebbd5a6a1c5f752b00266.jpg,anonymous,anonymous,Q4233718,1821-1824,"huile, toile, collé, contreplaqué",22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.42,portrait,coutan2016_0_42 dopo (FILEminimizer).jpeg,172747
331,Jules Coutan (1848-1939),Q2728181,f00b07345bf282f2ca8efe5cd26edf26.jpg,Gabriel Ferrier,Gabriel Ferrier,Q3093735,1877,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.281,portrait,COUTAN.jpg,144930
334,Gustave Crauck (1827-1905),Q3121155,a68b17d0376df8033be388988496e680.jpg,Gustave Boulanger,Gustave Boulanger,Q726564,1855,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.182,portrait,CRAUK.jpg,92928
335,Camille Crenier (1880-1915),Q2934899,2972d34f5a3a8818d7281e2fe418091a.jpg,anonymous,anonymous,Q4233718,1908,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.417,portrait,CRENIER.jpg,104525
337,Louis-Léon Cugnot (1835-1894),Q3270857,e2ed5d9fe57949b5bde7e14d4c68f1ad.jpg,Benjamin Ulmann,Benjamin Ulmann,Q2896262,1859,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.216,portrait,CUGNOT.jpg,118615
338,Alfred de Curzon (1820-1895),Q3370230,7cdb394353db24449cef4ff872392b86.jpg,Gustave Boulanger,Gustave Boulanger,Q726564,1852,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.173,portrait,DE CURZON.jpg,109622
344,Henri-Camille Danger (1857-1939),Q15970232,8db39c249b389412f0d4bf0cba02b693.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,danger2016_0_ 336 dopo corretto (FILEminimizer).jpg,159211
345,Antoine Laurent Dantan (1798-1878),Q661251,b1dad756d9ba82a9d3dd1b9bc51da58f.jpg,anonymous,anonymous,Q4233718,1829-1833,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.74,portrait,DANTAN.JPG,368132
348,Honoré Daumet (1826-1911),Q3140221,71e2db62c7d6c6b5d9f50baf84896c52.jpg,Jules-Élie Delaunay,Jules-Élie Delaunay,Q745313,1861,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.198,portrait,DAUMET.jpg,139100
352,Jacques-Louis David (1748-1825),Q83155,5ed29cdfe9ebadb6614c2d13f2e1266d.jpg,Henri Lucien Doucet,Henri Lucien Doucet,Q3130432,NA,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.1,portrait,david_2.jpg,109927
353,Samuel David (1836-1895),Q2218144,5332f263689014c2e0a37757ac8108b9.jpg,Jean-Jacques Henner,Jean-Jacques Henner,Q665818,1859,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.212,portrait,DAVID Samuel.jpg,93259
354,David d'Angers (1789-1856),Q364498,1aa26a5ce9953bfd3cce4ae7bbe9c7f0.jpg,Ernest Hébert,Ernest Hébert,Q1350125,1815,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.5,portrait,DAVID D ANGERS.jpg,120868
358,Jacques Debat-Ponsan (1882-1942),Q3158650,284867ac86038e070f59fe47b41ce165.jpg,Gabriel Charles Girodon,Gabriel Charles Girodon,Q3093759,1921,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.426,portrait,DEBAT PONSAN.jpg,50759
359,Auguste-Hyacinthe Debay (1804-1865),Q2870992,78869ffe7f12052f17f7ea27bc9e2027.jpg,anonymous,anonymous,Q4233718,1824-1828,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.53,portrait,DEBAY Aiuguste.jpg,365389
361,Charles-Théodore Deblois (1851-1907),Q59398590,64fc280bfd6d9a99b33f19f1155192bd.jpg,François Schommer,François Schommer,Q18636954,1878,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.309,portrait,DEBLOIS.jpg,185578
364,Claude Debussy (1862-1918),Q4700,d2ba9ccfb204e1dd472c28728447fa48.jpg,anonymous,anonymous,Q4233718,1885,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.328,portrait,DEBUSSYsm_1.jpeg,139139
368,Pierre-Anne Dedreux (1788-1849),Q4156765,0d64bd70b663f89f221954b3745d33bd.jpg,Henri-Joseph de Forestier,Henri-Joseph de Forestier,Q3130413,1815,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.17,portrait,DEDREUX.JPG,38498
372,Charles Degeorge (1837-1888),Q346913,265d19f4fc2d2ef04ffac747d2b7e597.jpg,anonymous,anonymous,Q4233718,1871,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.255,portrait,DEGEORGE.jpg,124534
373,Henri Deglane (1855-1934),Q3130936,5e15cd3abf5c39938c2779f484690821.jpg,Louis Édouard Fournier,Louis Édouard Fournier,Q535800,1886,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.317,portrait,DEGLANE.jpg,172190
375,Raymond Delamarre (1890-1986),Q2370050,272e3b3524b1d69c87f847e7db80a5e4.jpg,anonymous,anonymous,Q4233718,1919,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.432,portrait,DELAMARRE.JPG,106384
377,Marie-Antoine Delannoy (1800-1860),Q19629887,beac697a8286713651439e53841de478.jpg,Hippolyte Flandrin,Hippolyte Flandrin,Q472235,1833,"huile, toile, collé, contreplaqué",22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.75,portrait,DELANNOY.JPG,338234
378,Eugène Delaplanche (1836-1891),Q1356062,b7bed866489ba5d1aaae1a0e0c993ccf.jpg,Diogene Ulyssee Napoleon Maillart,Diogene Ulyssee Napoleon Maillart,Q3028695,1864,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.243,portrait,DELAPLANCHE.jpg,154257
381,Jules-Élie Delaunay (1828-1891),Q745313,62e3e79badd23e9b34368e9a6370f154.jpg,Jules-Élie Delaunay,Jules-Élie Delaunay,Q745313,1857-1861,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.202,auto-portrait,DELAUNAY.jpg,50276
383,Alfred Deléhelle (1826-1893),Q2644850,a10f9a6ccfedc50cd9a24274afbef512.jpg,François Chifflart,François Chifflart,Q3084252,1852-1856,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.181,portrait,DELEHELLE.jpg,125240
384,Louis Désiré Joseph Delemer (1814-1868),Q101404478,56d6cf86ede745c0716364cfdb9ecfad.jpg,Félix-Joseph Barrias,Félix-Joseph Barrias,Q3092343,1844,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.140,portrait,DELEMER.jpg,126701
388,Claude Delvincourt (1888-1954),Q1096647,ebf11eb450c877007bdbabc993456686.jpg,Gabriel Charles Girodon,Gabriel Charles Girodon,Q3093759,1921,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.430,portrait,DELVINCOURT.JPG,220805
393,Antoine Desboeufs (1793-1862),Q2853859,3307f2209d388861f4f6292fd463e095.jpg,Henri-Joseph de Forestier,Henri-Joseph de Forestier,Q3130413,1814,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.14,portrait,DESBOEUFS.JPG,113886
397,Jean-Baptiste Deschamps (1841-1867),Q13581069,32863afea126c790b8bcf460ba6d1b6b.jpg,Diogene Ulyssee Napoleon Maillart,Diogene Ulyssee Napoleon Maillart,Q3028695,1864,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.244,portrait,DESCHAMPS.jpg,118684
409,Louis Desprez (1799-1870),Q3261719,d9de087a88cc1ddef7b2275aa5d2d479.jpg,anonymous,anonymous,Q4233718,1827-1830,"huile, toile, collé, contreplaqué",22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.68,portrait,DESPREZ.jpg,412758
410,Jean Despujols (1886-1965),Q3171725,43afc0c75168cbb170c1504b3dad0e1d.jpg,anonymous,anonymous,Q4233718,1914,huile sur carton,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.431,portrait,DESPUJOLS.JPG,101523
411,Louis-Nicolas-Marie Destouches (1788-1850),Q21509739,7eb49a0c09260d5259a8593fb6daedb4.jpg,anonymous,anonymous,Q4233718,1814,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.19,portrait,DESTOUCHES.JPG,75547
413,André Devambez (1867-1944),Q2847647,470060de0fbf62dbdc1615ef6123e77f.jpg,anonymous,anonymous,Q4233718,1890,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.346,portrait,DEVAMBEZ.jpg,60598
419,Jules Didier (1831-1892),Q3188539,bd932b78a8cbef4c8d1d42c980d048bb.jpg,Charles Sellier,Charles Sellier,Q2960211,1857,huile sur toile,22 cm x 32 cm,Académie de France à Rome,Villa Médicis,2016.0.207,portrait,DIDIER.jpg,140064
